,Date,forecast result
0,2020-10-20,0.03086054516369712
1,2020-10-21,0.02865420369893749
2,2020-10-22,0.02837146216384807
3,2020-10-23,0.03745498645020243
4,2020-10-24,0.03388268185913757
5,2020-10-25,0.03263414597255871
6,2020-10-26,0.03258070853734582
7,2020-10-27,0.031973982334
8,2020-10-28,0.031010496518442395
9,2020-10-29,0.03341253259353521
10,2020-10-30,0.03317884169884809
11,2020-10-31,0.03308982956677016
12,2020-11-01,0.031161679302380133
13,2020-11-02,0.031146572224279537
14,2020-11-03,0.030671255904567547
15,2020-11-04,0.031246366031144345
16,2020-11-05,0.03127248800076789
17,2020-11-06,0.030481079841156212
18,2020-11-07,0.039763277350056164
19,2020-11-08,0.03818577674180607
20,2020-11-09,0.03884283392549882
21,2020-11-10,0.04044831204600035
22,2020-11-11,0.040421932744554405
23,2020-11-12,0.03699241496301766
24,2020-11-13,0.03599726384050998
25,2020-11-14,0.03761831948025377
26,2020-11-15,0.03511863042749925
27,2020-11-16,0.03407046013142181
28,2020-11-17,0.033679145025815385
29,2020-11-18,0.036438536683631575
30,2020-11-19,0.03667158013814985
31,2020-11-20,0.03528382956759347
32,2020-11-21,0.03601049776521533
33,2020-11-22,0.03509566121980776
34,2020-11-23,0.03429911186856622
35,2020-11-24,0.033980556039747804
36,2020-11-25,0.03324607258107785
37,2020-11-26,0.033898050236993466
38,2020-11-27,0.03358471652349939
39,2020-11-28,0.04020552518945621
40,2020-11-29,0.03915770641284966
41,2020-11-30,0.038239670546591616
42,2020-12-01,0.038304900135794864
43,2020-12-02,0.04133299540928994
44,2020-12-03,0.042448954593239725
45,2020-12-04,0.04036767641433692
46,2020-12-05,0.03911173228600739
47,2020-12-06,0.038770517325055286
48,2020-12-07,0.03797839447397909
49,2020-12-08,0.036876422019573724
50,2020-12-09,0.03609444950173219
51,2020-12-10,0.03726941328907308
52,2020-12-11,0.036353768398096634
53,2020-12-12,0.036114292659807805
54,2020-12-13,0.034070956840413925
55,2020-12-14,0.0356525864728678
56,2020-12-15,0.03543697904612608
57,2020-12-16,0.034798672982771964
58,2020-12-17,0.03269346592218006
59,2020-12-18,0.03987360838413965
60,2020-12-19,0.043434995427955383
61,2020-12-20,0.04049232355326243
62,2020-12-21,0.03973833602462023
63,2020-12-22,0.03991805212641018
64,2020-12-23,0.038948302112504406
65,2020-12-24,0.03862130447772822
66,2020-12-25,0.03754193716221197
67,2020-12-26,0.036687791099183784
68,2020-12-27,0.03696548533687145
69,2020-12-28,0.03980714869845047
70,2020-12-29,0.038628854312467126
71,2020-12-30,0.03860053195917433
72,2020-12-31,0.03704828255762641
73,2021-01-01,0.03807910474298197
74,2021-01-02,0.0371770443773192
75,2021-01-03,0.03582705979613119
76,2021-01-04,0.04187693535346349
77,2021-01-05,0.042180544428909165
78,2021-01-06,0.040091866516175925
79,2021-01-07,0.04172803427020043
80,2021-01-08,0.045715862701465146
81,2021-01-09,0.050518885564572964
82,2021-01-10,0.04555032294949918
83,2021-01-11,0.0430627529190638
84,2021-01-12,0.04351919436928448
85,2021-01-13,0.04792394116883399
86,2021-01-14,0.04707457809682184
87,2021-01-15,0.05334946528099133
88,2021-01-16,0.04984432147600953
89,2021-01-17,0.050929765905230975
90,2021-01-18,0.049841127610108706
91,2021-01-19,0.047236707780051256
92,2021-01-20,0.04484568333407469
93,2021-01-21,0.04282058621940616
94,2021-01-22,0.04159259902136732
95,2021-01-23,0.055246000491013
96,2021-01-24,0.055177158047026206
97,2021-01-25,0.05787131502995003
98,2021-01-26,0.05403590966693187
99,2021-01-27,0.048496513212559565
100,2021-01-28,0.05449578501886432
101,2021-01-29,0.04864836848187455
102,2021-01-30,0.05494798305043905
103,2021-01-31,0.051244294811156076
104,2021-02-01,0.04813832572128519
105,2021-02-02,0.04795634677248863
106,2021-02-03,0.04429378917572641
107,2021-02-04,0.04452086339083908
108,2021-02-05,0.04572765846151395
109,2021-02-06,0.04327499480366438
110,2021-02-07,0.04317040319170599
111,2021-02-08,0.04118692013405966
112,2021-02-09,0.03971880033077709
113,2021-02-10,0.06009032957026363
114,2021-02-11,0.057618859129598306
115,2021-02-12,0.05430247194356553
116,2021-02-13,0.055085102285155285
117,2021-02-14,0.05170595785853628
118,2021-02-15,0.04873304061866264
119,2021-02-16,0.04868239593309756
120,2021-02-17,0.046553177386953776
121,2021-02-18,0.044915835278337604
122,2021-02-19,0.044696963950456164
123,2021-02-20,0.04281529925660573
124,2021-02-21,0.04598955873904346
125,2021-02-22,0.04343961470647696
126,2021-02-23,0.04308709238150792
127,2021-02-24,0.04472702967518275
128,2021-02-25,0.05371503850479088
129,2021-02-26,0.051290674891265105
130,2021-02-27,0.050482203695578154
131,2021-02-28,0.04946875350685214
132,2021-03-01,0.04351786685790762
133,2021-03-02,0.04379333960840711
134,2021-03-03,0.048412889896159585
135,2021-03-04,0.04811370265752067
136,2021-03-05,0.04862630346154781
137,2021-03-06,0.046443467034383394
138,2021-03-07,0.042893470348392596
139,2021-03-08,0.042910388174508596
140,2021-03-09,0.043286416428289884
141,2021-03-10,0.040512704004600116
142,2021-03-11,0.04100835239904135
143,2021-03-12,0.03955750114752756
144,2021-03-13,0.03915906261804202
145,2021-03-14,0.03943646260296099
146,2021-03-15,0.03969492786066332
147,2021-03-16,0.04760172524416576
148,2021-03-17,0.04220894047802176
149,2021-03-18,0.04132836887122669
150,2021-03-19,0.04108626253610885
151,2021-03-20,0.03922306501956326
152,2021-03-21,0.03781851857018977
153,2021-03-22,0.03632699621940792
154,2021-03-23,0.038438291929893106
155,2021-03-24,0.037301654761402875
156,2021-03-25,0.03629582099257336
157,2021-03-26,0.037871045067320704
158,2021-03-27,0.03565470673651629
159,2021-03-28,0.03838998268369058
160,2021-03-29,0.03854100017414993
161,2021-03-30,0.03667018060294262
162,2021-03-31,0.0381671773489801
163,2021-04-01,0.03542563609352603
164,2021-04-02,0.03491954759719406
165,2021-04-03,0.03326170336219947
166,2021-04-04,0.03223365447281844
167,2021-04-05,0.03275694686486168
168,2021-04-06,0.03318394567979794
169,2021-04-07,0.03440052996158462
170,2021-04-08,0.03163904217381461
171,2021-04-09,0.032480687952742754
172,2021-04-10,0.03469269367178313
173,2021-04-11,0.0336424165709804
174,2021-04-12,0.03270509054800117
175,2021-04-13,0.03246981261132636
176,2021-04-14,0.031525127413373516
177,2021-04-15,0.03520720225295101
178,2021-04-16,0.03444837868725356
179,2021-04-17,0.034415979387682614
180,2021-04-18,0.032846205322294146
181,2021-04-19,0.03247394200253666
182,2021-04-20,0.038203588207618315
183,2021-04-21,0.03797186488915788
184,2021-04-22,0.03676288987363041
185,2021-04-23,0.03792688456973262
186,2021-04-24,0.03827597427574225
187,2021-04-25,0.03665251000756398
188,2021-04-26,0.035607943583169405
189,2021-04-27,0.03566094904978292
190,2021-04-28,0.044050324598910943
191,2021-04-29,0.04262954473087633
192,2021-04-30,0.042152512324795305
193,2021-05-01,0.03921968762372525
194,2021-05-02,0.04262027418788723
195,2021-05-03,0.04022224400992197
196,2021-05-04,0.03972214343787868
197,2021-05-05,0.03856663398161176
198,2021-05-06,0.04184327041403095
199,2021-05-07,0.044522595366225076
200,2021-05-08,0.04392390704178697
201,2021-05-09,0.040810794523795275
202,2021-05-10,0.039853032688950366
203,2021-05-11,0.039732906187688675
204,2021-05-12,0.039962536393942344
205,2021-05-13,0.03941347840632041
206,2021-05-14,0.05642237581320803
207,2021-05-15,0.050655381977154613
208,2021-05-16,0.04981074280952281
209,2021-05-17,0.04899093989050555
210,2021-05-18,0.047415193591830905
211,2021-05-19,0.04996641173365614
212,2021-05-20,0.050529903629686145
213,2021-05-21,0.06153520758111037
214,2021-05-22,0.06331889483088546
215,2021-05-23,0.06301481647667423
216,2021-05-24,0.06145221044819572
217,2021-05-25,0.06451920861748814
218,2021-05-26,0.06174347592567611
219,2021-05-27,0.061526659175022
220,2021-05-28,0.05942780820157853
221,2021-05-29,0.054134503689338385
222,2021-05-30,0.05492069321123318
223,2021-05-31,0.05654068373673419
224,2021-06-01,0.05235297702656444
225,2021-06-02,0.05022232600048753
226,2021-06-03,0.04849359714594778
227,2021-06-04,0.046628464554344995
228,2021-06-05,0.04516429130612665
229,2021-06-06,0.05184916352449892
230,2021-06-07,0.04559064177334261
231,2021-06-08,0.04584439610754873
232,2021-06-09,0.04698375543541415
233,2021-06-10,0.04363914709148898
234,2021-06-11,0.050422051575593006
235,2021-06-12,0.04803753570149623
236,2021-06-13,0.049679435626128796
237,2021-06-14,0.047748081840304976
238,2021-06-15,0.05118219146098554
239,2021-06-16,0.048393901181349855
240,2021-06-17,0.04808428217447466
241,2021-06-18,0.04914055883427256
242,2021-06-19,0.047616307510072356
243,2021-06-20,0.04657257174486116
244,2021-06-21,0.043498353800874315
245,2021-06-22,0.04415297061367285
246,2021-06-23,0.05158836957848501
247,2021-06-24,0.05024860436500795
248,2021-06-25,0.04903725026716201
249,2021-06-26,0.0481987818057459
250,2021-06-27,0.05045313303254299
251,2021-06-28,0.04830056462782356
252,2021-06-29,0.05093663988226018
253,2021-06-30,0.04794606858430363
254,2021-07-01,0.049045637972234844
255,2021-07-02,0.04552539224041194
256,2021-07-03,0.04417516674392514
257,2021-07-04,0.043321297062722204
258,2021-07-05,0.041763587386790924
259,2021-07-06,0.04002208670937171
260,2021-07-07,0.040582220502829426
261,2021-07-08,0.03915122982754544
262,2021-07-09,0.038955482148617965
263,2021-07-10,0.0389044140931464
264,2021-07-11,0.03633437295779946
265,2021-07-12,0.03662648636005527
266,2021-07-13,0.03535375784509796
267,2021-07-14,0.036120524125816164
268,2021-07-15,0.035968624920190574
269,2021-07-16,0.03411070468820228
270,2021-07-17,0.034730728221035644
271,2021-07-18,0.033036967888696464
272,2021-07-19,0.033082370451270195
273,2021-07-20,0.0334790452640223
274,2021-07-21,0.03371191218990129
275,2021-07-22,0.03315558134517063
276,2021-07-23,0.03798561620359931
277,2021-07-24,0.036878097014583534
278,2021-07-25,0.0362683777053879
279,2021-07-26,0.03671093859922118
280,2021-07-27,0.0366832845965926
281,2021-07-28,0.037762438920627486
282,2021-07-29,0.039237042066274916
283,2021-07-30,0.03988087515588091
284,2021-07-31,0.0367861196676321
285,2021-08-01,0.03746706353859102
286,2021-08-02,0.036353663337137694
287,2021-08-03,0.038214363249522196
288,2021-08-04,0.037085363402737846
289,2021-08-05,0.03650282729620293
290,2021-08-06,0.03715785212774816
291,2021-08-07,0.03678517223371304
292,2021-08-08,0.037678520535738606
293,2021-08-09,0.03751800468852079
294,2021-08-10,0.036810176100617986
295,2021-08-11,0.03794904189636606
296,2021-08-12,0.03729594515296423
297,2021-08-13,0.036413838206625734
298,2021-08-14,0.0363317934212571
299,2021-08-15,0.04013773878070493
300,2021-08-16,0.03804086471236695
301,2021-08-17,0.038371651869072515
302,2021-08-18,0.0376408716960401
303,2021-08-19,0.03741308179750871
304,2021-08-20,0.03562236929679425
305,2021-08-21,0.03929797459633472
306,2021-08-22,0.037942947138327215
307,2021-08-23,0.03701227727158048
308,2021-08-24,0.036554440375710005
309,2021-08-25,0.03548937803127279
310,2021-08-26,0.03568921212190323
311,2021-08-27,0.03963859052324693
312,2021-08-28,0.03620713070070283
313,2021-08-29,0.036046818000712855
314,2021-08-30,0.03562523146530685
315,2021-08-31,0.03564331788891329
316,2021-09-01,0.03659266266438702
317,2021-09-02,0.034327637843880446
318,2021-09-03,0.034429521258916226
319,2021-09-04,0.03374614357859527
320,2021-09-05,0.032685922571081084
321,2021-09-06,0.032570496758440315
322,2021-09-07,0.033841256262309063
323,2021-09-08,0.03308107551349753
324,2021-09-09,0.04855838895736668
325,2021-09-10,0.04442200719719387
326,2021-09-11,0.043629696604292806
327,2021-09-12,0.04081226380832826
328,2021-09-13,0.03931814879363931
329,2021-09-14,0.03907040568346379
330,2021-09-15,0.03736396256292185
331,2021-09-16,0.039293950365769256
332,2021-09-17,0.03714272554175578
333,2021-09-18,0.03637280191576393
334,2021-09-19,0.0352189054700014
335,2021-09-20,0.03426960632419617
336,2021-09-21,0.03601799593263819
337,2021-09-22,0.04377532023064588
338,2021-09-23,0.048053617500939415
339,2021-09-24,0.04708521361682499
340,2021-09-25,0.044592464296977295
341,2021-09-26,0.04703904146026699
342,2021-09-27,0.04161163865545002
343,2021-09-28,0.040179145232624336
344,2021-09-29,0.04528603659580005
345,2021-09-30,0.03882228761266007
346,2021-10-01,0.040911779373855366
347,2021-10-02,0.0403602476827667
348,2021-10-03,0.04455849542782828
349,2021-10-04,0.042697223061337435
350,2021-10-05,0.04631373834480499
351,2021-10-06,0.04038860825581445
352,2021-10-07,0.04074312975474137
353,2021-10-08,0.04456802750885926
354,2021-10-09,0.044803317142174955
355,2021-10-10,0.040058426809160545
356,2021-10-11,0.03908443294559612
357,2021-10-12,0.03897740072398035
358,2021-10-13,0.03945922983863722
359,2021-10-14,0.03807539367346576
360,2021-10-15,0.03898118807118224
361,2021-10-16,0.03741220559256385
362,2021-10-17,0.03909667200122615
363,2021-10-18,0.037825005713707026
364,2021-10-19,0.03833366963055316
365,2021-10-20,0.0378626090916923
366,2021-10-21,0.03645955076473554
367,2021-10-22,0.03663564215177738
368,2021-10-23,0.03816080380551714
369,2021-10-24,0.037386134138269515
370,2021-10-25,0.03736101148774098
371,2021-10-26,0.03603198126787344
372,2021-10-27,0.03538897977968371
373,2021-10-28,0.0371434235551147
374,2021-10-29,0.03693297845318967
375,2021-10-30,0.03659297546156582
376,2021-10-31,0.035720501383197406
377,2021-11-01,0.03488444533458798
378,2021-11-02,0.03500437961320189
379,2021-11-03,0.03354536826269526
380,2021-11-04,0.03357665624193074
381,2021-11-05,0.03381111165435478
382,2021-11-06,0.033190693935669265
383,2021-11-07,0.03195747884422343
384,2021-11-08,0.031337689023682364
385,2021-11-09,0.032875336115646886
386,2021-11-10,0.036622960746025474
387,2021-11-11,0.035420020401638844
388,2021-11-12,0.03783438244268374
389,2021-11-13,0.03433492146657781
390,2021-11-14,0.032983003667294175
391,2021-11-15,0.032192476673313916
392,2021-11-16,0.03263587307921907
393,2021-11-17,0.032522583092970785
394,2021-11-18,0.035188278103469445
395,2021-11-19,0.03520999855681634
396,2021-11-20,0.03703173986929988
397,2021-11-21,0.03585976290094486
398,2021-11-22,0.03641799398123092
399,2021-11-23,0.03658425061572572
400,2021-11-24,0.03714158282379082
401,2021-11-25,0.035808574299880463
402,2021-11-26,0.03469240637662725
403,2021-11-27,0.038769762583032545
404,2021-11-28,0.037802979949755205
405,2021-11-29,0.03772809546529884
406,2021-11-30,0.041499882426455664
407,2021-12-01,0.03797994424905078
408,2021-12-02,0.037060870083116274
409,2021-12-03,0.039543845575130965
410,2021-12-04,0.034163750262715654
411,2021-12-05,0.03583369473768156
412,2021-12-06,0.041583579539910466
413,2021-12-07,0.041194929725878654
414,2021-12-08,0.039861673753406615
415,2021-12-09,0.039281751452821326
416,2021-12-10,0.03708817387276232
417,2021-12-11,0.03947471109803948
418,2021-12-12,0.037039907662579724
419,2021-12-13,0.038792655235805724
420,2021-12-14,0.037510546188130725
421,2021-12-15,0.04062050429812671
422,2021-12-16,0.04184166221883552
423,2021-12-17,0.03934895971244054
424,2021-12-18,0.04029205854856328
425,2021-12-19,0.03789119952715927
426,2021-12-20,0.037038195227546145
427,2021-12-21,0.038124766183129884
428,2021-12-22,0.03641774561806168
429,2021-12-23,0.036840518872394604
430,2021-12-24,0.03595381119720451
431,2021-12-25,0.03571748441079744
432,2021-12-26,0.03462616160313529
433,2021-12-27,0.03327053636062395
434,2021-12-28,0.03373103107828457
435,2021-12-29,0.03260045855773651
436,2021-12-30,0.03743775757571292
437,2021-12-31,0.035500213554669556
