,cond_vol
0,0.02808408028884146
1,0.028476643754877445
2,0.0284630774828503
3,0.034643713474902325
4,0.0337818645293789
5,0.03293066104521943
6,0.032327448568311865
7,0.031685639860614824
8,0.0310525369928923
9,0.03265388272626619
10,0.03299400180701334
11,0.032353372709100686
12,0.03169218751057983
13,0.031359777184065435
14,0.030788798728767334
15,0.03055490709907884
16,0.031021069279124017
17,0.03063041083178334
18,0.040337376319876696
19,0.03879387485489339
20,0.039905260896170316
21,0.040081431077263814
22,0.03868238889287802
23,0.037315990259941124
24,0.036738074874093786
25,0.03683265036563005
26,0.03563669421903613
27,0.034890062636066546
28,0.0339827872868603
29,0.03540598163068624
30,0.03737479177367808
31,0.03618109220868601
32,0.03505264030882931
33,0.036070296046198456
34,0.03495290515521825
35,0.03425789932325144
36,0.033337791342261114
37,0.0342209544947953
38,0.03383531958999517
39,0.04144533479312503
40,0.039803981052323266
41,0.03943273679415259
42,0.03856586654395426
43,0.0427238164551895
44,0.04278865788068897
45,0.041360648800993334
46,0.03983254400710502
47,0.039986990754597995
48,0.03898190603487936
49,0.03763916988857868
50,0.03645694216363387
51,0.03776815449841366
52,0.036606389152495304
53,0.035760600216300654
54,0.03486335066772964
55,0.03557722378022149
56,0.034811695877815685
57,0.033844997851851154
58,0.033028270047673315
59,0.04117553482631064
60,0.0436744633313613
61,0.041961476095131595
62,0.04109753046830721
63,0.039799264550065445
64,0.03925492356266401
65,0.039476840091328125
66,0.03863089518683886
67,0.0376483643274485
68,0.037800582612277
69,0.041147868039871555
70,0.03957977713960448
71,0.03895414214481598
72,0.037619214162901635
73,0.039052121451516986
74,0.037646247758622985
75,0.03650053319141923
76,0.04308278328454145
77,0.041596882569316186
78,0.040612651383242895
79,0.04246578734723703
80,0.046258602010639194
81,0.047786589006841095
82,0.04652598970253278
83,0.044590473237916615
84,0.044862554527799255
85,0.048005170841799526
86,0.04774190366131704
87,0.052530680366783246
88,0.05159939552697335
89,0.05216199112183663
90,0.049823526834818534
91,0.04752083089489917
92,0.0457001722806729
93,0.043900873079941644
94,0.04225259855364783
95,0.05717428770964202
96,0.057253951303700645
97,0.05485324994195504
98,0.05201204079455581
99,0.049393486868064065
100,0.04702209007183672
101,0.048876245422765315
102,0.053383961376264576
103,0.051073244104435665
104,0.04854268958567045
105,0.047305356592307904
106,0.04520954277637138
107,0.04591700864984858
108,0.046212659313866866
109,0.04434220867766259
110,0.043283637010467
111,0.042155981997223355
112,0.04054409726253556
113,0.0615711021790877
114,0.05816419291168619
115,0.055927115086194364
116,0.05582446995311837
117,0.05295433500667611
118,0.05033186906414729
119,0.04869484719608034
120,0.046626274246791354
121,0.04500061223913133
122,0.0458391630294681
123,0.043869640615131496
124,0.047157863473076544
125,0.04497219168880206
126,0.043495008107764334
127,0.04503199495767684
128,0.05229889288771755
129,0.04986476835121564
130,0.049915894434784544
131,0.047737853748634804
132,0.045515738633491856
133,0.04401625497851138
134,0.0495632529256413
135,0.047765448287046285
136,0.04702215049504409
137,0.04632270382186088
138,0.044239928995835225
139,0.0423209216754965
140,0.04243081107190875
141,0.04100892159929314
142,0.041497561074788664
143,0.04021956794531483
144,0.039583554739382305
145,0.03820637588504026
146,0.041044713336092
147,0.040543383886292625
148,0.04249667915837929
149,0.04093675507186667
150,0.040474970109727774
151,0.039269982359239765
152,0.037874105733647696
153,0.0365751067112013
154,0.035659749305138794
155,0.037860051142089894
156,0.036563207556550084
157,0.036967402617939106
158,0.03628520310817346
159,0.03928832889260225
160,0.03803029917167102
161,0.03671472348037921
162,0.036515194233123424
163,0.03572664165102835
164,0.03464787672314909
165,0.03368384733223676
166,0.032835343646562785
167,0.033295697686002185
168,0.032877940138233586
169,0.032120769965236905
170,0.0317642823491224
171,0.03298614661776932
172,0.03393356931927905
173,0.03305470476560976
174,0.03299388719159339
175,0.032242832908722104
176,0.03159853234590303
177,0.034836293814894836
178,0.03391960386221997
179,0.03303550632931596
180,0.033282767232176234
181,0.03277694767716574
182,0.038759027254785014
183,0.03747799544767715
184,0.036364595249255525
185,0.03770097325402345
186,0.03827830084894942
187,0.03715779478994332
188,0.0364599136711338
189,0.03586870643678463
190,0.04393418337536239
191,0.04230865712511351
192,0.04059620800737367
193,0.03964351039429939
194,0.04340345949099263
195,0.04155962208182015
196,0.04038452973003112
197,0.03890214577304286
198,0.04251034966561764
199,0.04550553930153185
200,0.043811692839917676
201,0.04214817213705462
202,0.04094901434759051
203,0.03946732837923689
204,0.03987775704531173
205,0.03855761570314806
206,0.05495301484948401
207,0.05215536537360546
208,0.04952626270847638
209,0.050633857042177585
210,0.04818799399086615
211,0.04953106265370179
212,0.04734387570222616
213,0.06158743527693751
214,0.06404060389945027
215,0.06553817864182057
216,0.06181015636871114
217,0.062330949755535436
218,0.06586436923914525
219,0.06215280212853069
220,0.05898941025406285
221,0.05617090460479924
222,0.05724192684623896
223,0.05492883805917783
224,0.052674461086902234
225,0.051478202473955056
226,0.049195938073344915
227,0.0472423012298887
228,0.0464839061018789
229,0.04767135170413908
230,0.046704161403226155
231,0.044600038587225437
232,0.046688440917157556
233,0.04455644582230612
234,0.05222916150426577
235,0.049873204660319734
236,0.04763920118307485
237,0.047553024061417655
238,0.052342211929148244
239,0.050253517690719014
240,0.0477956911465085
241,0.04797988599089722
242,0.04578915732526426
243,0.047143045141017616
244,0.04498969200549593
245,0.04299838419047115
246,0.05334701164834737
247,0.051067003501360765
248,0.04952084904936022
249,0.04767500174626389
250,0.05235035166541851
251,0.049894189290678556
252,0.05158367641108602
253,0.04905030540494051
254,0.04796483496763747
255,0.04623021669753281
256,0.04584026322071346
257,0.04382847464843233
258,0.04235255031689108
259,0.04085895043791847
260,0.041337257177498886
261,0.03985262352578591
262,0.03851560227278141
263,0.03813906613422596
264,0.037524232388195355
265,0.03635982277326153
266,0.03564044055265515
267,0.03583548884589743
268,0.03500706571323639
269,0.034007211029782866
270,0.03443660135224226
271,0.03368792365196699
272,0.03283058898393026
273,0.03211953472735473
274,0.03274911033702843
275,0.033449899282010864
276,0.038469485947304836
277,0.03712894380055334
278,0.037361422554800704
279,0.036515586007222815
280,0.036260398798371354
281,0.03814313660119204
282,0.03962551288784136
283,0.03832660763692567
284,0.03697856688935513
285,0.03868056340510106
286,0.03756638072109897
287,0.03815437144455288
288,0.037292264039369076
289,0.03693141377937106
290,0.0373868783702196
291,0.03687409274579559
292,0.03782991164283827
293,0.03806838408920185
294,0.03711635346289032
295,0.03909813365826125
296,0.03802670537379432
297,0.03670937196244219
298,0.03634693921386919
299,0.04048673533983705
300,0.03918709439218309
301,0.03775824788773336
302,0.037078436993022004
303,0.03685415296810645
304,0.035655619294477005
305,0.036377774615598546
306,0.03822934587426119
307,0.03700396360917843
308,0.0358415343064398
309,0.03475799045470303
310,0.03553545504069242
311,0.03514445020138196
312,0.03624801679355692
313,0.037076489138356435
314,0.0358789496032401
315,0.034791895129677675
316,0.035493666205078864
317,0.034437603729626114
318,0.03477800287378166
319,0.03387605388563626
320,0.03317799046068553
321,0.03238447934973781
322,0.03306843752752092
323,0.03255798824957711
324,0.046028642882371365
325,0.044199978605417654
326,0.042303976661575114
327,0.04170451065601038
328,0.04005173531941065
329,0.03883429260903769
330,0.03812056642389252
331,0.03886276363628728
332,0.037926186910990145
333,0.036718669268267855
334,0.03570301870470463
335,0.03505615174541991
336,0.034642969364331436
337,0.04373458083293437
338,0.04441608255615648
339,0.04641634867557381
340,0.04499645258195901
341,0.04509008765731342
342,0.04310691096354932
343,0.04138372688528664
344,0.040312067759988024
345,0.039688960859090835
346,0.038333204940904184
347,0.03960529993260245
348,0.046113788266333756
349,0.044108027528576677
350,0.0422671371728039
351,0.04081611005892048
352,0.04129633373441409
353,0.04428803996963344
354,0.04318910739310049
355,0.04136740362034258
356,0.039995337755131165
357,0.03850626488890014
358,0.03938075738524003
359,0.03867123778446662
360,0.037811374686000446
361,0.03652323682479892
362,0.040470367173131336
363,0.03907809926154801
364,0.03774180773601496
365,0.03649122897077689
366,0.03657874932500108
367,0.036094102937054166
368,0.0388701993480318
369,0.03818048243691915
370,0.0369502701151403
371,0.03583230769725885
372,0.03590910839778042
373,0.03701214268828421
374,0.036985269121597
375,0.037044264540788505
376,0.03648049708013581
377,0.03537474280631736
378,0.034463709737355984
379,0.033569643016350945
380,0.03409389640384267
381,0.0332247810789419
382,0.03321860914781656
383,0.03246571123078005
384,0.03177043756383322
385,0.03204593464922672
386,0.03601970879057374
387,0.035028752340504794
388,0.03514709802022762
389,0.03413299124928237
390,0.03344815754484533
391,0.03262573761431752
392,0.0321146185782973
393,0.03261605776606905
394,0.03558003788907954
395,0.03451805264310383
396,0.03753205903798746
397,0.03664734960672585
398,0.036165553954213864
399,0.035393984950993475
400,0.03649119078982303
401,0.035811802641894076
402,0.03537612637266234
403,0.03462100991191186
404,0.03872827325525414
405,0.03781665003740561
406,0.03835421295748728
407,0.03707186679538386
408,0.03611235640257867
409,0.03499662309195062
410,0.03424391345796252
411,0.03657774396049189
412,0.043002319812192255
413,0.04119955008346001
414,0.04007436332916811
415,0.03855116024304376
416,0.03720978826902882
417,0.03961766693115042
418,0.03825412689347715
419,0.03876657139187874
420,0.037555876979304265
421,0.041372406769823435
422,0.03973982979126714
423,0.04038370947373902
424,0.03956190843135013
425,0.03917605447665078
426,0.03789891637116142
427,0.03661511492652682
428,0.035445721196873635
429,0.0362915324727301
430,0.03521986287423162
431,0.03614119910006669
432,0.03501691291268045
433,0.03411059065676825
434,0.03324395739229499
435,0.032459848849636916
436,0.03640359622269812
437,0.03598893702373303
